datetime,open,high,low,close,volume,atr,supertrend,trend,orb_high,orb_low,buy_signal,sell_signal
2026-04-01 04:35:00+00:00,22927.55078125,22932.0,22905.099609375,22906.80078125,0,42.6900390625,22790.4796875,Bullish,22930.150390625,22811.400390625,False,False
2026-04-01 04:40:00+00:00,22907.44921875,22907.44921875,22862.55078125,22868.849609375,0,44.194921875,22790.4796875,Bullish,22930.150390625,22811.400390625,False,False
2026-04-01 04:45:00+00:00,22867.900390625,22878.849609375,22857.400390625,22871.150390625,0,43.1498046875,22790.4796875,Bullish,22930.150390625,22811.400390625,False,False
2026-04-01 04:50:00+00:00,22871.69921875,22879.44921875,22822.05078125,22828.349609375,0,39.74453125,22790.4796875,Bullish,22930.150390625,22811.400390625,False,False
2026-04-01 04:55:00+00:00,22827.849609375,22828.150390625,22772.099609375,22796.5,0,42.3345703125,22790.4796875,Bullish,22930.150390625,22811.400390625,False,False
2026-04-01 05:00:00+00:00,22797.099609375,22816.30078125,22778.349609375,22796.0,0,41.4998046875,22790.4796875,Bullish,22930.150390625,22811.400390625,False,False
2026-04-01 05:05:00+00:00,22796.400390625,22816.400390625,22796.150390625,22813.80078125,0,38.5798828125,22790.4796875,Bullish,22930.150390625,22811.400390625,False,False
2026-04-01 05:10:00+00:00,22813.150390625,22815.0,22787.349609375,22807.5,0,37.7548828125,22790.4796875,Bullish,22930.150390625,22811.400390625,False,False
2026-04-01 05:15:00+00:00,22808.599609375,22820.25,22791.900390625,22797.150390625,0,37.1798828125,22790.4796875,Bullish,22930.150390625,22811.400390625,False,False
2026-04-01 05:20:00+00:00,22797.599609375,22802.05078125,22783.44921875,22789.849609375,0,33.9849609375,22894.7048828125,Bearish,22930.150390625,22811.400390625,False,True
2026-04-01 05:25:00+00:00,22791.5,22791.5,22769.69921875,22770.75,0,33.475,22881.024609375,Bearish,22930.150390625,22811.400390625,False,True
2026-04-01 05:30:00+00:00,22771.349609375,22771.349609375,22744.5,22749.099609375,0,31.6701171875,22852.93515625,Bearish,22930.150390625,22811.400390625,False,True
2026-04-01 05:35:00+00:00,22748.69921875,22786.0,22738.599609375,22770.55078125,0,34.265234375,22852.93515625,Bearish,22930.150390625,22811.400390625,False,True
2026-04-01 05:40:00+00:00,22771.19921875,22791.650390625,22758.099609375,22763.75,0,31.88046875,22852.93515625,Bearish,22930.150390625,22811.400390625,False,True
2026-04-01 05:45:00+00:00,22763.55078125,22767.55078125,22747.69921875,22767.19921875,0,28.240625,22842.346875,Bearish,22930.150390625,22811.400390625,False,True
2026-04-01 05:50:00+00:00,22766.80078125,22782.80078125,22764.900390625,22781.650390625,0,26.235546875,22842.346875,Bearish,22930.150390625,22811.400390625,False,True
2026-04-01 05:55:00+00:00,22781.5,22800.650390625,22781.5,22790.099609375,0,26.110546875,22842.346875,Bearish,22930.150390625,22811.400390625,False,True
2026-04-01 06:00:00+00:00,22788.849609375,22811.650390625,22786.44921875,22798.5,0,25.865625,22842.346875,Bearish,22930.150390625,22811.400390625,False,True
2026-04-01 06:05:00+00:00,22797.650390625,22814.349609375,22788.849609375,22813.44921875,0,25.5806640625,22842.346875,Bearish,22930.150390625,22811.400390625,False,False
2026-04-01 06:10:00+00:00,22813.5,22822.650390625,22798.19921875,22799.150390625,0,26.165625,22842.346875,Bearish,22930.150390625,22811.400390625,False,True
2026-04-01 06:15:00+00:00,22797.650390625,22798.650390625,22743.650390625,22754.099609375,0,29.535546875,22842.346875,Bearish,22930.150390625,22811.400390625,False,True
2026-04-01 06:20:00+00:00,22751.94921875,22765.0,22742.599609375,22745.599609375,0,29.090625,22841.0716796875,Bearish,22930.150390625,22811.400390625,False,True
2026-04-01 06:25:00+00:00,22743.19921875,22778.150390625,22736.94921875,22775.900390625,0,28.470703125,22841.0716796875,Bearish,22930.150390625,22811.400390625,False,True
2026-04-01 06:30:00+00:00,22774.099609375,22841.150390625,22774.099609375,22838.75,0,31.820703125,22841.0716796875,Bearish,22930.150390625,22811.400390625,False,False
2026-04-01 06:35:00+00:00,22834.55078125,22842.400390625,22827.0,22839.150390625,0,31.3755859375,22841.0716796875,Bearish,22930.150390625,22811.400390625,False,False
