date,time,open,high,low,close,volume,atr,supertrend,trend,orb_high,orb_low,buy_signal,sell_signal
23-04-2026,12:50:00,24196.5,24205.84961,24186.5,24203.55078,0,20.34003906,24235.98008,Bearish,24232.25,24138.84961,FALSE,FALSE
23-04-2026,12:55:00,24204.69922,24217.05078,24202.80078,24214.69922,0,19.84003906,24235.98008,Bearish,24232.25,24138.84961,FALSE,FALSE
23-04-2026,13:00:00,24215.84961,24216.09961,24205.34961,24210.25,0,18.94003906,24235.98008,Bearish,24232.25,24138.84961,FALSE,FALSE
23-04-2026,13:05:00,24211.09961,24217.69922,24200.75,24215.90039,0,19.64003906,24235.98008,Bearish,24232.25,24138.84961,FALSE,FALSE
23-04-2026,13:10:00,24216.30078,24218.5,24208.59961,24216.19922,0,18.99003906,24235.98008,Bearish,24232.25,24138.84961,FALSE,FALSE
23-04-2026,13:15:00,24217.25,24243.5,24208.19922,24243.15039,0,18.06015625,24171.66914,Bullish,24232.25,24138.84961,TRUE,FALSE
23-04-2026,13:20:00,24244,24276.90039,24244,24273.30078,0,19.77519531,24201.12461,Bullish,24232.25,24138.84961,TRUE,FALSE
23-04-2026,13:25:00,24272.69922,24281.09961,24255.55078,24271.44922,0,19.55996094,24209.64531,Bullish,24232.25,24138.84961,TRUE,FALSE
23-04-2026,13:30:00,24271.75,24272.44922,24248.5,24248.75,0,20.66484375,24209.64531,Bullish,24232.25,24138.84961,TRUE,FALSE
23-04-2026,13:35:00,24249.19922,24249.19922,24208.09961,24215.80078,0,23.08476563,24209.64531,Bullish,24232.25,24138.84961,FALSE,FALSE
23-04-2026,13:40:00,24216.75,24219.55078,24204.30078,24213.69922,0,22.67480469,24209.64531,Bullish,24232.25,24138.84961,FALSE,FALSE
23-04-2026,13:45:00,24214.94922,24221.90039,24207.75,24216.75,0,22.66484375,24209.64531,Bullish,24232.25,24138.84961,FALSE,FALSE
23-04-2026,13:50:00,24217.84961,24234.84961,24217.84961,24234.05078,0,23.39980469,24209.64531,Bullish,24232.25,24138.84961,TRUE,FALSE
23-04-2026,13:55:00,24233.80078,24252.75,24229.94922,24241.5,0,23.98496094,24209.64531,Bullish,24232.25,24138.84961,TRUE,FALSE
23-04-2026,14:00:00,24242.09961,24242.75,24224.55078,24234.44922,0,24.81484375,24209.64531,Bullish,24232.25,24138.84961,TRUE,FALSE
23-04-2026,14:05:00,24235.5,24235.5,24219.55078,24219.90039,0,22.8796875,24209.64531,Bullish,24232.25,24138.84961,FALSE,FALSE
23-04-2026,14:10:00,24219.84961,24219.84961,24207.65039,24209.19922,0,20.7296875,24275.93906,Bearish,24232.25,24138.84961,FALSE,FALSE
23-04-2026,14:15:00,24209.09961,24221.40039,24203.40039,24203.55078,0,19.97480469,24272.3248,Bearish,24232.25,24138.84961,FALSE,FALSE
